order_id,user_id,order_amount,order_date
80,19,112.47,2025-11-05
81,19,297.74,2025-12-04
82,19,130.42,2025-11-13
83,19,394.2,2025-12-16
84,19,296.32,2026-01-18
85,19,416.91,2025-11-02
86,19,227.1,2025-12-17
87,21,347.51,2026-01-31
88,21,73.7,2026-02-02
89,21,288.0,2026-01-31
90,21,312.34,2026-01-18
91,22,403.88,2025-12-11
92,22,93.13,2026-01-30
93,22,458.62,2026-01-21
94,22,479.37,2025-11-08
95,22,131.9,2025-12-26
96,22,386.47,2025-12-26
97,22,209.87,2025-12-20
98,23,456.15,2025-09-11
99,23,211.82,2025-09-30
100,23,314.63,2025-12-01
101,23,180.05,2025-10-23
102,23,461.09,2026-01-29
103,24,354.6,2025-06-12
104,24,225.53,2025-05-16
105,24,495.09,2025-05-17
106,24,353.36,2026-01-26
107,24,92.46,2025-06-24
108,25,303.49,2025-09-21
109,25,102.52,2025-09-18
110,25,180.63,2025-10-28
111,25,337.95,2025-06-02
112,25,223.9,2025-10-11
113,25,79.3,2026-01-12
114,25,403.68,2025-10-02
115,25,128.4,2025-10-15
116,25,359.22,2025-09-04
117,25,407.33,2025-06-24
118,27,316.32,2026-01-09
119,27,311.01,2026-02-02
120,27,115.1,2026-01-21
121,27,458.48,2025-11-18
122,27,235.42,2025-12-11
123,27,283.94,2026-01-04
124,28,427.56,2025-07-05
125,29,462.06,2025-09-28
126,29,155.36,2026-01-19
127,29,481.34,2025-08-28
128,29,449.28,2025-10-13
129,29,209.96,2025-09-11
130,29,304.27,2025-08-09
131,29,38.77,2025-11-02
132,29,350.49,2026-01-27
133,29,250.3,2025-07-25
134,30,166.85,2025-12-10
135,30,106.24,2026-01-20
136,30,324.72,2025-11-02
137,30,292.95,2025-10-17
138,30,292.53,2025-08-24
139,30,325.21,2026-01-08
140,31,169.88,2025-06-04
141,31,391.61,2025-07-08
142,32,160.46,2025-07-16
143,32,393.77,2025-11-19
144,32,294.88,2025-03-24
145,32,164.41,2025-06-01
146,32,155.61,2025-10-25
147,32,155.81,2025-04-29
148,32,189.34,2025-12-14
149,32,421.07,2025-12-08
150,32,358.04,2026-01-11
151,33,245.64,2025-07-26
152,33,20.54,2026-01-14
153,33,401.45,2025-10-07
154,33,116.25,2025-08-24
155,33,226.25,2025-08-21
156,34,34.19,2025-06-22
157,34,60.68,2025-10-08
158,34,330.28,2025-05-20
159,34,327.43,2025-09-03
160,34,169.5,2025-08-02
161,35,416.13,2025-10-24
162,35,313.39,2025-12-22
163,35,137.48,2025-10-02
164,35,356.03,2026-01-08
165,35,29.86,2025-09-19
166,35,326.1,2025-12-30
167,35,437.53,2025-07-22
168,35,221.52,2025-12-26
169,35,110.59,2025-10-14
170,36,197.6,2025-12-31
171,36,20.47,2025-12-12
172,36,171.59,2025-11-22
173,36,496.94,2025-12-31
174,36,93.41,2025-12-11
175,37,226.81,2025-12-03
176,38,375.7,2026-01-15
177,38,333.5,2025-11-24
178,38,396.9,2026-01-21
179,38,195.49,2025-12-05
180,38,304.44,2026-02-01
181,38,213.91,2025-12-20
182,38,239.98,2026-01-13
183,38,485.09,2026-02-03
184,38,215.17,2025-11-03
185,39,277.15,2026-02-04
186,40,324.93,2025-12-30
187,41,193.38,2025-12-13
188,41,289.6,2025-12-25
189,41,409.69,2026-01-11
190,41,460.37,2025-12-25
191,41,116.85,2026-01-30
192,41,454.17,2025-12-17
193,41,394.55,2026-01-12
194,41,188.04,2026-01-06
195,41,57.98,2025-12-12
196,42,141.25,2025-12-13
197,42,284.68,2025-12-20
198,42,48.25,2025-12-31
199,42,494.36,2025-12-23
200,43,337.47,2026-01-29
201,43,106.18,2025-12-20
202,43,427.66,2025-12-17
203,43,26.74,2026-01-28
204,43,419.05,2026-01-28
205,43,313.0,2025-12-20
206,44,164.33,2026-01-22
207,44,174.71,2026-01-21
208,44,284.21,2026-01-18
209,44,58.09,2025-12-27
210,44,454.75,2026-01-27
211,44,374.54,2026-01-03
212,44,387.4,2025-12-26
213,45,111.64,2025-10-29
214,45,342.51,2025-11-22
215,45,474.0,2026-02-04
216,45,101.8,2025-12-18
217,45,230.13,2025-10-21
218,45,422.37,2025-10-25
219,45,134.39,2025-11-20
220,45,370.09,2025-10-16
221,45,351.63,2025-10-29
222,45,77.68,2026-01-19
223,46,314.8,2026-01-17
224,46,221.27,2026-01-25
225,46,392.9,2026-01-27
226,46,499.19,2025-12-07
227,46,46.7,2025-11-13
228,46,61.91,2025-10-27
229,46,407.2,2026-01-05
230,46,42.67,2025-12-17
231,46,135.42,2025-11-17
232,47,317.73,2026-02-02
233,47,154.24,2026-02-04
234,47,451.11,2026-02-02
235,48,251.0,2026-01-12
236,48,370.1,2025-12-07
237,48,52.54,2025-12-28
238,48,132.22,2025-11-12
239,48,256.53,2025-06-06
240,48,412.41,2025-07-11
241,48,490.98,2025-10-01
242,48,499.96,2025-06-07
243,49,413.8,2026-02-02
244,49,225.59,2026-01-07
245,49,287.69,2026-01-30
246,49,248.36,2026-02-02
247,49,440.78,2026-01-22
248,49,60.59,2026-01-30
249,49,265.8,2026-02-01
250,49,325.21,2026-01-25
251,49,130.96,2026-01-27
252,49,20.7,2026-01-16
253,50,47.31,2025-09-21
254,50,81.35,2025-10-22
255,50,341.46,2025-08-19
256,50,152.81,2025-09-22
257,50,324.11,2025-09-18
258,50,60.67,2025-12-11
259,50,58.55,2025-08-21
260,50,318.47,2025-05-20
261,51,370.24,2025-10-23
262,51,278.11,2026-02-01
263,51,288.69,2026-01-11
264,51,253.51,2025-09-22
265,51,262.47,2026-01-16
266,51,161.06,2025-10-14
267,51,173.85,2025-08-05
268,51,125.17,2026-01-08
269,51,216.34,2025-06-28
270,51,53.49,2025-09-04
271,52,295.3,2025-12-28
272,52,140.29,2026-01-05
273,52,438.98,2025-11-19
274,52,97.05,2026-01-26
275,52,315.04,2025-10-31
276,52,462.96,2025-12-13
277,52,83.62,2025-10-02
278,52,448.77,2025-11-19
279,52,421.16,2025-12-03
280,53,67.68,2025-07-17
281,54,494.79,2025-10-31
282,54,450.13,2025-09-05
283,54,77.08,2025-11-28
284,55,401.69,2025-07-31
285,55,461.33,2025-04-30
286,55,20.37,2025-07-29
287,56,324.12,2025-09-20
288,57,264.87,2026-01-07
289,57,75.62,2026-01-29
290,57,189.86,2026-01-14
291,57,33.71,2026-01-08
292,57,23.16,2026-01-06
293,57,347.66,2025-12-27
294,58,380.98,2025-08-19
295,58,192.23,2025-08-10
296,58,137.6,2026-01-31
297,58,79.54,2025-11-10
298,58,443.7,2025-12-11
299,59,117.57,2025-09-25
300,59,276.65,2025-11-27
301,59,73.88,2025-10-28
302,59,193.08,2025-10-23
303,59,375.92,2025-08-26
304,59,271.18,2025-06-03
305,60,353.51,2025-11-18
306,60,280.75,2025-07-19
307,60,357.89,2025-10-13
308,60,103.71,2026-01-03
309,60,239.77,2025-08-12
310,60,435.07,2025-05-30
311,60,419.5,2025-06-08
312,60,71.77,2025-09-18
313,60,482.88,2025-10-28
314,60,95.97,2025-06-23
315,61,190.94,2026-01-19
316,61,161.42,2025-12-07
317,61,69.2,2025-12-15
318,61,324.17,2026-01-14
319,61,277.91,2025-12-20
320,61,129.5,2025-11-13
321,61,206.93,2026-01-18
322,61,340.32,2025-10-20
323,61,479.2,2025-10-16
324,62,282.18,2025-08-22
325,62,396.61,2025-07-28
326,62,223.53,2025-10-07
327,62,252.58,2025-12-23
328,63,62.58,2025-06-16
329,63,233.58,2025-10-06
330,63,412.31,2025-08-06
331,64,338.88,2025-09-14
332,64,110.3,2026-01-01
333,64,241.37,2025-08-01
334,64,378.49,2025-09-27
335,64,411.29,2025-10-06
336,64,300.6,2025-07-09
337,64,40.49,2026-01-28
338,65,56.51,2026-01-13
339,66,402.66,2026-01-18
340,66,370.57,2026-01-31
341,66,265.86,2026-01-16
342,67,98.9,2025-08-22
343,68,48.66,2025-12-03
344,68,59.32,2025-09-19
345,68,236.0,2025-10-24
346,68,457.61,2025-11-21
347,68,324.0,2025-11-22
348,68,460.23,2026-01-24
349,68,65.64,2026-01-27
350,68,175.93,2025-11-26
351,68,84.86,2025-10-25
352,68,153.54,2025-10-06
353,69,429.01,2025-09-04
354,69,77.45,2025-09-27
355,69,334.05,2025-12-24
356,69,462.6,2025-10-23
357,69,252.54,2026-01-15
358,69,77.41,2025-12-31
359,69,495.83,2026-02-02
360,70,427.64,2025-07-07
361,71,253.27,2025-12-20
362,72,431.63,2026-01-01
363,72,485.39,2025-11-01
364,72,58.33,2025-08-02
365,72,262.19,2025-09-10
366,72,39.55,2025-05-29
367,72,406.63,2025-09-15
368,72,383.42,2025-08-30
369,72,191.77,2025-10-21
370,73,139.47,2025-07-08
371,73,463.51,2026-01-18
372,73,66.99,2025-11-23
373,73,482.68,2026-01-05
374,73,453.99,2025-06-27
375,73,88.32,2025-10-20
376,73,155.7,2025-07-06
377,73,26.38,2025-11-01
378,73,246.31,2025-09-29
379,74,290.11,2025-05-27
380,74,281.44,2025-12-17
381,74,346.97,2025-05-28
382,74,372.32,2025-09-16
383,74,250.18,2025-06-06
384,74,342.84,2025-10-21
385,74,341.83,2025-08-25
386,74,180.89,2025-06-12
387,75,428.52,2026-02-01
388,75,322.06,2025-11-17
389,75,122.42,2026-01-21
390,75,314.94,2026-01-15
391,75,375.16,2026-01-03
392,76,480.18,2026-01-28
393,76,246.33,2026-01-03
394,76,421.6,2025-10-24
395,76,186.49,2025-10-19
396,76,100.59,2025-11-11
397,76,373.11,2025-12-30
398,76,343.62,2025-11-03
399,76,218.39,2026-01-28
400,76,106.6,2025-12-07
401,76,247.46,2026-01-03
402,77,274.38,2025-10-06
403,77,102.1,2025-06-15
404,78,342.35,2025-10-10
405,78,461.26,2025-11-20
406,78,95.88,2025-11-24
407,78,296.23,2025-09-20
408,78,331.12,2026-01-20
409,78,320.68,2026-01-19
410,78,54.74,2025-11-25
411,78,145.98,2025-09-10
412,79,193.68,2025-09-12
413,81,472.76,2026-01-11
414,81,278.2,2025-08-08
415,81,396.77,2025-11-24
416,81,376.7,2025-10-06
417,82,223.5,2026-01-20
418,82,426.46,2026-01-27
419,82,162.98,2026-01-19
420,82,443.4,2026-01-25
421,82,373.86,2026-01-25
422,82,162.63,2026-02-04
423,82,220.68,2026-01-31
424,82,122.07,2026-01-28
425,82,364.71,2026-01-19
426,84,91.11,2025-11-26
427,84,62.65,2026-01-23
428,85,71.29,2025-08-08
429,85,142.32,2025-09-29
430,85,413.06,2025-05-28
431,85,147.29,2025-12-10
432,85,456.85,2025-08-23
433,85,27.21,2025-09-12
434,85,187.86,2025-09-17
435,85,183.37,2025-11-17
436,85,473.47,2026-01-30
437,85,107.35,2025-06-25
438,86,374.08,2026-01-15
439,86,456.31,2026-01-24
440,86,395.04,2026-01-25
441,86,57.2,2026-02-03
442,86,34.24,2026-01-25
443,87,344.89,2025-11-18
444,87,390.04,2025-12-23
445,87,398.85,2025-10-04
446,87,413.17,2025-08-04
447,87,496.24,2025-06-24
448,87,431.19,2025-11-04
449,87,284.9,2025-08-09
450,88,447.8,2025-12-30
451,89,217.99,2025-11-01
452,89,294.96,2026-01-27
453,90,68.57,2025-07-13
454,90,69.11,2025-12-10
455,90,226.5,2025-07-18
456,90,330.77,2025-07-18
457,90,328.13,2025-08-28
458,90,45.85,2025-10-04
459,90,400.19,2025-08-06
460,90,372.19,2025-09-16
461,90,139.56,2025-07-12
462,90,381.49,2025-11-07
463,91,496.58,2025-12-21
464,91,202.33,2025-11-17
465,91,389.75,2025-09-27
466,91,146.91,2025-12-29
467,92,60.8,2026-01-30
468,92,286.29,2026-01-16
469,92,281.66,2025-12-28
470,92,154.67,2026-02-03
471,92,90.33,2026-01-13
472,92,386.52,2025-12-11
473,93,420.03,2025-11-28
474,93,416.73,2025-08-01
475,94,145.18,2025-10-25
476,94,467.51,2025-10-18
477,94,486.1,2025-10-10
478,94,32.12,2025-12-24
479,94,75.25,2025-11-22
480,94,329.23,2025-11-25
481,94,307.09,2025-11-01
482,94,27.62,2025-12-17
483,94,458.37,2026-01-10
484,95,133.85,2026-02-02
485,95,109.34,2026-02-05
486,95,320.16,2026-02-05
487,95,232.81,2026-02-03
488,95,195.65,2026-02-02
489,96,117.95,2025-05-01
490,96,386.1,2025-04-20
491,97,163.55,2026-01-06
492,97,95.23,2026-01-09
493,97,192.73,2026-01-31
494,97,223.35,2026-01-26
495,98,375.63,2025-06-01
496,99,22.7,2026-01-15
497,99,367.42,2025-10-12
498,99,382.34,2025-08-03
499,99,358.34,2026-01-03
500,99,371.02,2025-07-01
501,99,376.39,2025-09-28
502,99,353.15,2025-06-03
503,99,256.0,2026-01-23
504,100,443.11,2025-04-12
505,100,249.9,2025-11-27
506,100,42.78,2025-12-21
507,100,313.78,2025-08-06
508,100,357.4,2026-01-04
509,101,223.5,2025-11-25
510,102,43.14,2025-08-08
511,102,451.39,2025-11-11
512,102,328.35,2025-10-23
513,102,221.08,2025-06-09
514,102,105.13,2025-07-20
515,102,174.44,2025-11-22
516,102,56.15,2025-10-21
517,102,48.25,2025-07-04
518,103,196.04,2025-08-14
519,103,309.7,2025-12-14
520,103,402.06,2025-12-20
521,103,309.02,2025-10-03
522,103,225.15,2025-05-19
523,103,58.81,2025-12-01
524,103,256.97,2025-11-19
525,103,293.33,2025-06-17
526,104,498.64,2025-11-24
527,105,474.61,2025-10-06
528,105,144.34,2025-11-20
529,106,21.85,2026-01-23
530,106,242.75,2026-01-23
531,106,52.03,2026-02-02
532,106,210.41,2026-01-28
533,106,111.63,2026-01-19
534,106,473.35,2026-01-07
535,106,163.33,2025-12-04
536,106,250.63,2026-01-14
537,106,191.19,2026-01-14
538,107,101.61,2026-01-24
539,107,347.6,2026-01-29
540,107,138.3,2026-01-11
541,107,455.06,2026-01-29
542,107,55.04,2026-01-09
543,107,431.1,2026-01-14
544,108,176.3,2025-04-15
545,108,391.8,2025-12-02
546,108,40.44,2025-10-22
547,108,276.18,2025-03-20
548,108,218.48,2025-11-26
549,108,474.24,2025-05-16
550,108,28.08,2025-06-27
551,108,174.6,2025-07-20
552,108,22.63,2025-05-18
553,108,22.73,2026-01-23
554,109,199.78,2026-01-25
555,109,163.62,2025-10-18
556,109,445.3,2025-08-21
557,109,302.96,2025-10-06
558,109,308.44,2026-02-03
559,109,485.49,2025-10-18
560,109,273.33,2025-10-26
561,109,422.91,2025-12-30
562,109,22.37,2025-12-11
563,109,477.16,2026-02-02
564,110,393.07,2026-01-26
565,110,210.72,2026-01-25
566,111,159.54,2025-09-02
567,111,316.55,2025-04-09
568,111,200.11,2025-08-25
569,111,285.22,2025-04-21
570,111,319.16,2025-11-23
571,111,42.62,2025-10-27
572,111,43.1,2025-04-20
573,111,227.61,2025-07-08
574,111,228.7,2025-06-14
575,111,439.37,2025-05-09
576,112,272.26,2025-08-20
577,112,194.24,2025-10-15
578,112,221.55,2025-10-24
579,112,298.02,2025-09-03
580,112,194.78,2025-11-27
581,113,291.2,2025-09-19
582,113,399.46,2025-07-25
583,113,445.51,2025-06-27
584,113,24.44,2025-06-13
585,114,74.34,2025-12-13
586,114,191.53,2025-12-15
587,114,92.46,2026-01-21
588,114,235.64,2025-12-21
589,114,497.85,2026-01-18
590,114,325.63,2025-11-21
591,114,270.19,2026-01-15
592,114,427.01,2026-01-03
593,114,397.3,2025-12-02
594,115,361.86,2025-08-09
595,115,202.12,2025-11-11
596,115,466.23,2025-08-03
597,115,278.23,2025-12-18
598,115,211.82,2025-11-08
599,116,346.04,2026-01-28
600,116,257.1,2025-12-18
601,116,347.99,2025-11-05
602,116,82.44,2026-01-06
603,116,396.78,2025-12-16
604,116,487.67,2026-01-28
605,116,107.25,2026-02-03
606,116,316.38,2025-11-19
607,116,360.04,2026-02-05
608,116,162.3,2026-01-08
609,118,169.17,2025-12-20
610,118,166.15,2025-12-26
611,118,488.47,2026-01-27
612,118,437.93,2025-11-05
613,118,315.36,2025-11-04
614,118,300.03,2025-11-12
615,118,331.06,2025-11-02
616,118,244.1,2026-02-05
617,118,377.37,2026-01-25
618,118,475.08,2025-11-13
619,119,413.41,2025-12-15
620,119,443.05,2025-09-06
621,119,405.91,2025-06-05
622,119,93.36,2026-02-03
623,120,206.75,2026-02-05
624,120,187.21,2026-02-05
625,120,38.59,2026-02-05
626,120,154.75,2026-02-05
627,120,449.62,2026-02-05
628,120,246.71,2026-02-05
629,120,438.54,2026-02-05
630,121,199.58,2025-11-12
631,121,149.57,2025-08-01
632,121,216.18,2025-10-15
633,121,498.52,2025-10-27
634,121,108.52,2025-07-17
635,121,133.02,2025-11-15
636,121,306.34,2025-09-01
637,121,145.12,2025-06-09
638,122,198.34,2026-01-21
639,122,314.37,2026-01-26
640,122,89.47,2025-11-20
641,122,188.72,2025-10-21
642,122,498.72,2025-11-07
643,122,409.28,2025-10-07
644,122,331.34,2025-09-13
645,122,341.5,2025-08-06
646,122,451.53,2026-01-05
647,122,70.78,2026-01-23
648,123,242.04,2025-07-07
649,123,490.54,2025-08-02
650,123,154.59,2025-05-25
651,123,273.58,2025-12-02
652,123,229.34,2025-03-27
653,123,440.49,2025-09-09
654,123,208.07,2025-12-25
655,124,336.84,2025-12-30
656,124,350.23,2025-07-06
657,124,477.06,2025-12-03
658,124,466.58,2025-09-12
659,124,482.27,2025-12-10
660,124,271.19,2026-01-30
661,124,347.35,2025-12-23
662,124,96.29,2025-07-25
663,124,355.89,2025-07-07
664,125,199.0,2025-11-24
665,125,415.36,2025-12-29
666,125,263.77,2025-12-01
667,125,288.46,2025-12-31
668,125,383.38,2026-01-04
669,125,400.46,2026-01-20
670,125,399.72,2025-10-21
671,125,447.86,2025-12-03
672,125,121.96,2025-10-10
673,125,58.11,2025-08-15
674,126,265.12,2025-08-30
675,126,245.49,2026-02-02
676,126,494.97,2025-06-23
677,127,138.79,2025-04-25
678,127,65.61,2025-07-19
679,127,372.95,2025-08-03
680,127,142.28,2025-06-16
681,127,207.49,2025-11-05
682,127,248.42,2025-10-12
683,127,218.61,2025-08-04
684,127,354.42,2025-04-28
685,127,185.08,2025-12-29
686,127,384.45,2025-07-14
687,128,24.49,2025-09-11
688,128,109.36,2025-09-23
689,128,404.91,2025-07-17
690,129,193.87,2025-04-28
691,129,413.79,2025-04-19
692,129,175.08,2025-07-12
693,129,196.25,2025-04-14
694,129,90.59,2025-08-31
695,129,101.12,2025-12-07
696,129,236.47,2025-06-19
697,129,318.47,2025-04-15
698,129,55.51,2025-07-21
699,129,475.73,2025-05-20
700,130,101.4,2025-10-13
701,130,141.23,2025-11-29
702,130,420.12,2025-10-07
703,130,272.53,2025-11-11
704,130,350.81,2025-10-24
705,130,477.24,2025-12-26
706,130,443.23,2026-01-15
707,130,280.55,2025-10-02
708,131,389.65,2025-08-26
709,131,439.91,2025-10-29
710,131,274.54,2025-09-05
711,131,25.49,2025-11-20
712,131,214.71,2025-06-02
713,132,422.66,2025-12-08
714,132,149.93,2026-01-10
715,132,127.17,2026-01-29
716,132,292.0,2025-12-26
717,133,434.89,2026-01-28
718,133,73.73,2026-01-25
719,133,121.49,2026-01-28
720,133,344.32,2026-01-24
721,133,188.3,2026-02-05
722,133,141.64,2026-01-25
723,133,149.98,2026-02-05
724,133,341.51,2026-02-01
725,133,487.46,2026-01-25
726,133,231.06,2026-01-26
727,134,279.67,2026-01-13
728,134,164.39,2025-11-15
729,134,402.18,2025-10-11
730,134,347.19,2025-12-04
731,134,342.59,2025-10-08
732,134,52.84,2025-10-28
733,134,437.77,2025-12-14
734,134,107.29,2025-12-25
735,134,44.08,2026-01-14
736,134,175.74,2025-10-23
737,135,306.34,2025-11-16
738,135,476.02,2026-01-13
739,135,437.43,2025-09-05
740,135,379.31,2025-09-03
741,135,388.61,2025-11-26
742,135,396.41,2025-06-30
743,135,134.77,2025-11-05
744,137,288.29,2025-12-01
745,137,475.71,2026-01-28
746,137,457.45,2025-12-05
747,137,89.88,2026-01-12
748,137,26.78,2026-01-07
749,139,157.93,2025-03-26
750,139,372.24,2025-05-03
751,139,91.24,2025-06-08
752,139,252.86,2026-02-04
753,139,257.11,2025-11-27
754,139,497.63,2025-06-27
755,140,281.78,2025-09-22
756,140,229.86,2025-12-30
757,140,393.58,2025-11-03
758,140,21.7,2025-09-06
759,140,119.65,2025-12-05
760,140,224.82,2025-09-21
761,140,32.58,2025-10-25
762,140,189.97,2025-10-28
763,140,104.03,2025-10-16
764,141,380.35,2025-10-03
765,141,277.39,2025-08-14
766,141,359.1,2025-05-20
767,141,130.64,2025-05-04
768,141,116.76,2025-07-20
769,141,102.0,2025-09-30
770,141,441.39,2026-01-26
771,141,497.24,2025-12-18
772,141,195.01,2025-06-02
773,141,454.91,2025-07-07
774,142,285.03,2026-02-04
775,142,123.68,2025-11-05
776,142,210.98,2025-12-27
777,142,137.43,2025-11-24
778,142,106.57,2025-12-21
779,142,253.49,2026-01-11
780,142,202.56,2025-10-04
781,142,483.4,2025-09-05
782,142,156.86,2025-09-17
783,143,312.08,2026-01-17
784,143,492.52,2025-11-23
785,143,168.86,2026-01-14
786,143,102.09,2025-12-03
787,144,147.07,2025-11-27
788,144,468.45,2025-08-28
789,145,55.22,2025-12-03
790,145,452.87,2026-01-21
791,145,453.59,2025-12-09
792,145,400.84,2025-11-28
793,146,99.35,2026-01-13
794,146,148.09,2025-12-11
795,146,443.21,2025-11-21
796,146,91.7,2025-11-14
797,146,129.17,2025-12-31
798,146,133.83,2025-11-15
799,146,106.92,2025-11-06
800,146,88.97,2025-11-07
801,146,305.83,2025-10-27
802,147,275.05,2025-12-07
803,147,88.44,2025-11-21
804,147,444.53,2025-12-07
805,148,154.3,2025-11-18
806,148,325.35,2026-01-23
807,149,307.7,2025-05-22
808,149,368.55,2026-01-12
809,149,304.26,2025-12-23
810,149,47.12,2025-10-21
811,149,423.62,2026-01-25
812,149,66.53,2025-07-05
813,149,186.94,2025-12-16
814,149,360.56,2025-12-15
815,149,432.62,2025-11-28
816,149,75.88,2025-11-29
817,151,380.14,2025-06-24
818,151,490.22,2025-06-20
819,152,355.82,2025-12-15
820,152,435.32,2025-11-16
821,153,166.64,2025-07-09
822,153,443.41,2026-01-13
823,153,256.18,2025-09-01
824,153,214.17,2025-10-28
825,153,68.1,2025-12-29
826,154,328.45,2026-01-21
827,154,320.2,2025-12-23
828,154,441.21,2025-12-24
829,155,189.96,2025-11-05
830,155,286.77,2026-01-05
831,155,298.03,2025-10-14
832,155,73.24,2025-11-08
833,155,35.97,2026-01-16
834,156,245.73,2025-11-10
835,156,380.93,2026-01-13
836,156,127.6,2025-12-10
837,156,109.8,2025-12-06
838,156,409.04,2025-12-01
839,156,312.71,2025-10-31
840,156,183.91,2025-10-10
841,157,283.85,2025-09-20
842,157,427.24,2026-02-05
843,157,160.07,2025-12-17
844,157,270.81,2025-12-31
845,157,180.53,2026-01-25
846,157,207.35,2025-11-10
847,157,220.58,2026-01-28
848,157,335.64,2025-12-25
849,158,383.23,2025-09-27
850,158,320.3,2025-06-25
851,158,75.45,2025-10-16
852,158,29.6,2025-11-10
853,158,424.99,2026-01-01
854,161,126.37,2025-12-23
855,161,258.3,2025-12-11
856,161,340.83,2025-12-18
857,162,392.91,2026-01-25
858,162,137.76,2025-12-06
859,162,489.48,2026-01-24
860,162,305.83,2026-01-08
861,162,498.61,2026-01-05
862,163,318.29,2025-12-22
863,163,111.74,2026-02-03
864,164,316.81,2025-06-13
865,165,289.85,2025-12-18
866,165,258.3,2025-12-06
867,165,360.84,2026-01-08
868,165,307.68,2025-11-14
869,165,173.06,2025-11-21
870,166,361.21,2025-10-30
871,166,432.02,2025-10-18
872,166,97.59,2025-09-17
873,166,224.65,2025-11-06
874,166,316.43,2025-12-29
875,167,373.4,2026-01-31
876,167,220.43,2026-01-23
877,167,197.4,2026-01-25
878,167,354.19,2026-01-23
879,167,299.83,2026-02-02
880,167,31.38,2026-01-25
881,167,262.85,2026-01-25
882,168,342.92,2025-12-12
883,168,92.4,2026-01-31
884,168,189.42,2026-01-09
885,168,459.98,2025-12-21
886,168,58.88,2025-10-17
887,168,498.81,2025-12-09
888,169,436.63,2025-12-18
889,169,418.7,2025-09-09
890,170,455.07,2025-09-20
891,170,343.42,2025-10-28
892,171,229.63,2025-03-02
893,172,493.77,2025-12-19
894,172,454.13,2025-12-18
895,172,155.4,2025-12-24
896,172,428.01,2025-12-18
897,172,401.61,2025-12-26
898,172,412.46,2026-01-20
899,172,462.77,2026-01-17
900,172,72.71,2026-01-29
901,172,233.51,2025-12-31
902,174,114.39,2025-08-21
903,174,60.13,2025-06-28
904,174,360.8,2026-01-16
905,175,428.01,2025-10-05
906,175,133.88,2025-09-19
907,175,445.62,2025-04-13
908,175,265.02,2025-03-15
909,175,174.29,2025-04-11
910,175,295.56,2025-08-09
911,175,467.95,2025-07-20
912,175,391.5,2025-10-18
913,175,400.91,2025-04-26
914,177,205.07,2026-01-29
915,177,288.27,2026-01-31
916,177,194.41,2026-01-30
917,179,338.58,2025-08-08
918,180,233.4,2025-10-14
919,180,251.81,2025-11-24
920,180,78.55,2025-12-31
921,180,297.13,2026-01-09
922,180,407.64,2026-01-26
923,181,376.18,2025-12-13
924,181,353.64,2025-10-31
925,181,271.93,2026-01-31
926,181,103.58,2025-12-20
927,181,436.2,2026-01-19
928,181,93.96,2026-02-02
929,181,65.83,2025-12-30
930,181,393.73,2025-12-09
931,181,233.23,2025-12-15
